trace,num_requests,num_objects,req_gib,obj_gib,compulsory_miss_ratio,obj_size_req,obj_size_obj,freq_mean,time_span_sec,onehit_count,onehit_ratio
tencentBlock.ns17998.oracleGeneral.zst,8795019,1385651,0.0082,0.0013,0.1575,1.0,1.0,6.3472,781195,122590,0.0885
tencentBlock.ns17991.oracleGeneral.zst,4523871,535286,0.0042,0.0005,0.1183,1.0,1.0,8.4513,781197,118070,0.2206
tencentBlock.ns1799.oracleGeneral.zst,1268661,127839,0.0012,0.0001,0.1008,1.0,1.0,9.9239,781198,3347,0.0262
tencentBlock.ns17988.oracleGeneral.zst,3595570,356377,0.0033,0.0003,0.0991,1.0,1.0,10.0892,781195,134529,0.3775
tencentBlock.ns17983.oracleGeneral.zst,7342454,172921,0.0068,0.0002,0.0236,1.0,1.0,42.4613,781198,13636,0.0789
tencentBlock.ns17981.oracleGeneral.zst,2295266,232214,0.0021,0.0002,0.1012,1.0,1.0,9.8843,781198,47134,0.203
tencentBlock.ns17974.oracleGeneral.zst,1125659,140166,0.001,0.0001,0.1245,1.0,1.0,8.0309,781196,3442,0.0246
tencentBlock.ns17972.oracleGeneral.zst,5736772,146124,0.0053,0.0001,0.0255,1.0,1.0,39.2596,781197,31799,0.2176
tencentBlock.ns17963.oracleGeneral.zst,1652394,134913,0.0015,0.0001,0.0816,1.0,1.0,12.2478,781198,5246,0.0389
tencentBlock.ns17958.oracleGeneral.zst,1834277,167196,0.0017,0.0002,0.0912,1.0,1.0,10.9708,781198,12377,0.074
tencentBlock.ns17954.oracleGeneral.zst,1603438,279241,0.0015,0.0003,0.1742,1.0,1.0,5.7421,781197,59562,0.2133
tencentBlock.ns17940.oracleGeneral.zst,2429829,104740,0.0023,0.0001,0.0431,1.0,1.0,23.1987,781198,21190,0.2023
tencentBlock.ns17932.oracleGeneral.zst,2558511,237434,0.0024,0.0002,0.0928,1.0,1.0,10.7757,781196,47109,0.1984
tencentBlock.ns17912.oracleGeneral.zst,1893879,229080,0.0018,0.0002,0.121,1.0,1.0,8.2673,781196,80978,0.3535
tencentBlock.ns17910.oracleGeneral.zst,1346151,134084,0.0013,0.0001,0.0996,1.0,1.0,10.0396,781198,4681,0.0349
tencentBlock.ns1791.oracleGeneral.zst,9391700,1447842,0.0087,0.0013,0.1542,1.0,1.0,6.4867,781200,603178,0.4166
tencentBlock.ns17906.oracleGeneral.zst,1053779,200539,0.001,0.0002,0.1903,1.0,1.0,5.2547,781194,28479,0.142
tencentBlock.ns17902.oracleGeneral.zst,3456228,353997,0.0032,0.0003,0.1024,1.0,1.0,9.7634,781197,96001,0.2712
tencentBlock.ns17891.oracleGeneral.zst,1088412,115934,0.001,0.0001,0.1065,1.0,1.0,9.3882,781196,7416,0.064
tencentBlock.ns17887.oracleGeneral.zst,1021625,129330,0.001,0.0001,0.1266,1.0,1.0,7.8994,781197,4220,0.0326
tencentBlock.ns17885.oracleGeneral.zst,2037246,209876,0.0019,0.0002,0.103,1.0,1.0,9.7069,781198,54697,0.2606
tencentBlock.ns17882.oracleGeneral.zst,4787337,430431,0.0045,0.0004,0.0899,1.0,1.0,11.1222,781193,25711,0.0597
tencentBlock.ns17878.oracleGeneral.zst,5068107,483257,0.0047,0.0005,0.0954,1.0,1.0,10.4874,781195,20476,0.0424
tencentBlock.ns17873.oracleGeneral.zst,2808729,186936,0.0026,0.0002,0.0666,1.0,1.0,15.0251,781198,73742,0.3945
tencentBlock.ns17867.oracleGeneral.zst,2541996,232601,0.0024,0.0002,0.0915,1.0,1.0,10.9286,781198,30660,0.1318
tencentBlock.ns17860.oracleGeneral.zst,1192899,167340,0.0011,0.0002,0.1403,1.0,1.0,7.1286,781197,16379,0.0979
tencentBlock.ns17859.oracleGeneral.zst,1155032,209544,0.0011,0.0002,0.1814,1.0,1.0,5.5121,781196,41484,0.198
tencentBlock.ns17852.oracleGeneral.zst,1482220,184400,0.0014,0.0002,0.1244,1.0,1.0,8.0381,781197,47822,0.2593
tencentBlock.ns1784.oracleGeneral.zst,3495672,710394,0.0033,0.0007,0.2032,1.0,1.0,4.9208,781200,473208,0.6661
tencentBlock.ns17837.oracleGeneral.zst,60329543,2311593,0.0562,0.0022,0.0383,1.0,1.0,26.0987,781198,140935,0.061
tencentBlock.ns17835.oracleGeneral.zst,2753040,789929,0.0026,0.0007,0.2869,1.0,1.0,3.4852,781196,516055,0.6533
tencentBlock.ns17830.oracleGeneral.zst,4441845,402005,0.0041,0.0004,0.0905,1.0,1.0,11.0492,781197,15333,0.0381
tencentBlock.ns17829.oracleGeneral.zst,3202390,179243,0.003,0.0002,0.056,1.0,1.0,17.8662,781198,21771,0.1215
tencentBlock.ns17824.oracleGeneral.zst,3164322,335969,0.0029,0.0003,0.1062,1.0,1.0,9.4185,781195,91101,0.2712
tencentBlock.ns17822.oracleGeneral.zst,1555638,190470,0.0014,0.0002,0.1224,1.0,1.0,8.1674,781198,63091,0.3312
tencentBlock.ns17818.oracleGeneral.zst,3171120,422346,0.003,0.0004,0.1332,1.0,1.0,7.5083,781197,122085,0.2891
tencentBlock.ns17813.oracleGeneral.zst,12369027,290183,0.0115,0.0003,0.0235,1.0,1.0,42.6249,781198,56270,0.1939
tencentBlock.ns17810.oracleGeneral.zst,3621178,334791,0.0034,0.0003,0.0925,1.0,1.0,10.8162,781198,96479,0.2882
tencentBlock.ns17806.oracleGeneral.zst,1791516,226242,0.0017,0.0002,0.1263,1.0,1.0,7.9186,781197,25579,0.1131
tencentBlock.ns1780.oracleGeneral.zst,9676228,575523,0.009,0.0005,0.0595,1.0,1.0,16.8129,781200,173435,0.3014
tencentBlock.ns17798.oracleGeneral.zst,1219300,201033,0.0011,0.0002,0.1649,1.0,1.0,6.0652,781196,49270,0.2451
tencentBlock.ns17793.oracleGeneral.zst,4821463,549466,0.0045,0.0005,0.114,1.0,1.0,8.7748,781198,102910,0.1873
tencentBlock.ns17792.oracleGeneral.zst,4939172,2993929,0.0046,0.0028,0.6062,1.0,1.0,1.6497,781198,2690137,0.8985
tencentBlock.ns17785.oracleGeneral.zst,1525165,227317,0.0014,0.0002,0.149,1.0,1.0,6.7094,781195,44730,0.1968
tencentBlock.ns17776.oracleGeneral.zst,1076166,136677,0.001,0.0001,0.127,1.0,1.0,7.8738,781198,5537,0.0405
tencentBlock.ns17771.oracleGeneral.zst,1183844,227214,0.0011,0.0002,0.1919,1.0,1.0,5.2103,781197,65820,0.2897
tencentBlock.ns17764.oracleGeneral.zst,8066118,596395,0.0075,0.0006,0.0739,1.0,1.0,13.5248,781198,64995,0.109
tencentBlock.ns17757.oracleGeneral.zst,3849219,411279,0.0036,0.0004,0.1068,1.0,1.0,9.3591,781197,118094,0.2871
tencentBlock.ns17755.oracleGeneral.zst,4022542,364220,0.0037,0.0003,0.0905,1.0,1.0,11.0443,781197,56511,0.1552
tencentBlock.ns17750.oracleGeneral.zst,2144918,299580,0.002,0.0003,0.1397,1.0,1.0,7.1598,781195,60611,0.2023
tencentBlock.ns17743.oracleGeneral.zst,1983278,146687,0.0018,0.0001,0.074,1.0,1.0,13.5205,781196,4605,0.0314
tencentBlock.ns17742.oracleGeneral.zst,3126026,1236909,0.0029,0.0012,0.3957,1.0,1.0,2.5273,781197,578345,0.4676
tencentBlock.ns17740.oracleGeneral.zst,1835075,324716,0.0017,0.0003,0.1769,1.0,1.0,5.6513,781198,103461,0.3186
tencentBlock.ns1774.oracleGeneral.zst,5653129,309343,0.0053,0.0003,0.0547,1.0,1.0,18.2746,781199,138593,0.448
tencentBlock.ns17723.oracleGeneral.zst,4826511,502796,0.0045,0.0005,0.1042,1.0,1.0,9.5993,781198,98248,0.1954
tencentBlock.ns17722.oracleGeneral.zst,2786775,243698,0.0026,0.0002,0.0874,1.0,1.0,11.4354,781193,12505,0.0513
tencentBlock.ns17705.oracleGeneral.zst,1353622,180353,0.0013,0.0002,0.1332,1.0,1.0,7.5054,781195,90310,0.5007
tencentBlock.ns17697.oracleGeneral.zst,1127610,278493,0.0011,0.0003,0.247,1.0,1.0,4.049,781194,130439,0.4684
tencentBlock.ns17692.oracleGeneral.zst,1396968,201729,0.0013,0.0002,0.1444,1.0,1.0,6.925,781196,34203,0.1695
tencentBlock.ns17689.oracleGeneral.zst,1407919,335258,0.0013,0.0003,0.2381,1.0,1.0,4.1995,781194,191636,0.5716
tencentBlock.ns17681.oracleGeneral.zst,8172887,484127,0.0076,0.0005,0.0592,1.0,1.0,16.8817,781198,189431,0.3913
tencentBlock.ns17680.oracleGeneral.zst,5208344,587083,0.0049,0.0005,0.1127,1.0,1.0,8.8716,781197,109951,0.1873
tencentBlock.ns17676.oracleGeneral.zst,1872517,321545,0.0017,0.0003,0.1717,1.0,1.0,5.8235,781198,60234,0.1873
tencentBlock.ns17675.oracleGeneral.zst,1031923,135902,0.001,0.0001,0.1317,1.0,1.0,7.5931,781196,4744,0.0349
tencentBlock.ns17671.oracleGeneral.zst,6152276,700043,0.0057,0.0007,0.1138,1.0,1.0,8.7884,781198,201436,0.2877
tencentBlock.ns17668.oracleGeneral.zst,1470615,271114,0.0014,0.0003,0.1844,1.0,1.0,5.4243,781195,93531,0.345
tencentBlock.ns17665.oracleGeneral.zst,1868030,502318,0.0017,0.0005,0.2689,1.0,1.0,3.7188,781196,159818,0.3182
tencentBlock.ns17657.oracleGeneral.zst,2709985,253245,0.0025,0.0002,0.0934,1.0,1.0,10.701,781195,53484,0.2112
tencentBlock.ns1765.oracleGeneral.zst,46049697,243338,0.0429,0.0002,0.0053,1.0,1.0,189.2417,781200,19837,0.0815
tencentBlock.ns17645.oracleGeneral.zst,4200512,471045,0.0039,0.0004,0.1121,1.0,1.0,8.9174,781198,89750,0.1905
tencentBlock.ns17644.oracleGeneral.zst,31330054,2597724,0.0292,0.0024,0.0829,1.0,1.0,12.0606,781198,250870,0.0966
tencentBlock.ns17638.oracleGeneral.zst,4234609,513527,0.0039,0.0005,0.1213,1.0,1.0,8.2461,781198,132490,0.258
tencentBlock.ns17629.oracleGeneral.zst,2151101,195879,0.002,0.0002,0.0911,1.0,1.0,10.9818,781194,20860,0.1065
tencentBlock.ns17620.oracleGeneral.zst,1052483,174530,0.001,0.0002,0.1658,1.0,1.0,6.0304,781196,30804,0.1765
tencentBlock.ns17615.oracleGeneral.zst,1235209,192795,0.0012,0.0002,0.1561,1.0,1.0,6.4069,781198,43430,0.2253
tencentBlock.ns17606.oracleGeneral.zst,35091233,532121,0.0327,0.0005,0.0152,1.0,1.0,65.946,781196,197064,0.3703
tencentBlock.ns17604.oracleGeneral.zst,2929764,154435,0.0027,0.0001,0.0527,1.0,1.0,18.9709,781198,11738,0.076
tencentBlock.ns17601.oracleGeneral.zst,1477392,119701,0.0014,0.0001,0.081,1.0,1.0,12.3424,781197,3850,0.0322
tencentBlock.ns17593.oracleGeneral.zst,4175246,407385,0.0039,0.0004,0.0976,1.0,1.0,10.2489,781197,65748,0.1614
tencentBlock.ns17585.oracleGeneral.zst,3497058,324815,0.0033,0.0003,0.0929,1.0,1.0,10.7663,781198,97318,0.2996
tencentBlock.ns17579.oracleGeneral.zst,3769594,358611,0.0035,0.0003,0.0951,1.0,1.0,10.5117,781198,84618,0.236
tencentBlock.ns17573.oracleGeneral.zst,1632062,172519,0.0015,0.0002,0.1057,1.0,1.0,9.4602,781197,3120,0.0181
tencentBlock.ns17571.oracleGeneral.zst,2563084,237732,0.0024,0.0002,0.0928,1.0,1.0,10.7814,781195,30895,0.13
tencentBlock.ns17570.oracleGeneral.zst,6091225,446310,0.0057,0.0004,0.0733,1.0,1.0,13.648,781198,266385,0.5969
tencentBlock.ns1757.oracleGeneral.zst,15848477,1351578,0.0148,0.0013,0.0853,1.0,1.0,11.7259,781200,397236,0.2939
tencentBlock.ns17567.oracleGeneral.zst,4319868,491450,0.004,0.0005,0.1138,1.0,1.0,8.79,781197,128959,0.2624
tencentBlock.ns17559.oracleGeneral.zst,6566696,817227,0.0061,0.0008,0.1245,1.0,1.0,8.0353,781197,280318,0.343
tencentBlock.ns17558.oracleGeneral.zst,1913572,218296,0.0018,0.0002,0.1141,1.0,1.0,8.766,781197,66622,0.3052
tencentBlock.ns17553.oracleGeneral.zst,3334707,165541,0.0031,0.0002,0.0496,1.0,1.0,20.1443,781197,50882,0.3074
tencentBlock.ns1755.oracleGeneral.zst,5587501,678947,0.0052,0.0006,0.1215,1.0,1.0,8.2297,781200,188599,0.2778
tencentBlock.ns17546.oracleGeneral.zst,1240253,143633,0.0012,0.0001,0.1158,1.0,1.0,8.6349,781195,3553,0.0247
tencentBlock.ns17541.oracleGeneral.zst,4126818,424978,0.0038,0.0004,0.103,1.0,1.0,9.7107,781196,138978,0.327
tencentBlock.ns17531.oracleGeneral.zst,1356936,152173,0.0013,0.0001,0.1121,1.0,1.0,8.9171,781194,4595,0.0302
tencentBlock.ns1753.oracleGeneral.zst,21032365,343669,0.0196,0.0003,0.0163,1.0,1.0,61.1995,781200,41159,0.1198
tencentBlock.ns17525.oracleGeneral.zst,1724790,153067,0.0016,0.0001,0.0887,1.0,1.0,11.2682,781197,45376,0.2964
tencentBlock.ns17524.oracleGeneral.zst,4695812,493882,0.0044,0.0005,0.1052,1.0,1.0,9.508,781198,100635,0.2038
tencentBlock.ns17519.oracleGeneral.zst,3751540,417916,0.0035,0.0004,0.1114,1.0,1.0,8.9768,781195,106450,0.2547
tencentBlock.ns17513.oracleGeneral.zst,52688825,2077333,0.0491,0.0019,0.0394,1.0,1.0,25.3637,781198,99216,0.0478
tencentBlock.ns17507.oracleGeneral.zst,1602162,178478,0.0015,0.0002,0.1114,1.0,1.0,8.9768,781197,14091,0.079
tencentBlock.ns17504.oracleGeneral.zst,2560134,228792,0.0024,0.0002,0.0894,1.0,1.0,11.1898,781196,65423,0.2859
tencentBlock.ns17495.oracleGeneral.zst,2102062,307123,0.002,0.0003,0.1461,1.0,1.0,6.8444,781196,109298,0.3559
tencentBlock.ns17489.oracleGeneral.zst,1311219,223645,0.0012,0.0002,0.1706,1.0,1.0,5.8629,781196,55026,0.246
tencentBlock.ns17482.oracleGeneral.zst,2696583,413461,0.0025,0.0004,0.1533,1.0,1.0,6.522,781196,159303,0.3853
tencentBlock.ns17474.oracleGeneral.zst,3418034,295508,0.0032,0.0003,0.0865,1.0,1.0,11.5666,781198,32943,0.1115
tencentBlock.ns17470.oracleGeneral.zst,1140409,228083,0.0011,0.0002,0.2,1.0,1.0,5.0,781196,141233,0.6192
tencentBlock.ns17465.oracleGeneral.zst,1102164,148518,0.001,0.0001,0.1348,1.0,1.0,7.4211,781197,27624,0.186
tencentBlock.ns17463.oracleGeneral.zst,1370131,247519,0.0013,0.0002,0.1807,1.0,1.0,5.5355,781194,38256,0.1546
tencentBlock.ns17460.oracleGeneral.zst,2556288,237368,0.0024,0.0002,0.0929,1.0,1.0,10.7693,781197,42974,0.181
tencentBlock.ns1746.oracleGeneral.zst,7123445,325409,0.0066,0.0003,0.0457,1.0,1.0,21.8907,781200,133109,0.4091
tencentBlock.ns17452.oracleGeneral.zst,2835811,647730,0.0026,0.0006,0.2284,1.0,1.0,4.3781,781194,324865,0.5015
tencentBlock.ns17444.oracleGeneral.zst,1477801,136672,0.0014,0.0001,0.0925,1.0,1.0,10.8128,781196,5482,0.0401
tencentBlock.ns17435.oracleGeneral.zst,1741514,489486,0.0016,0.0005,0.2811,1.0,1.0,3.5578,781195,169693,0.3467
tencentBlock.ns17432.oracleGeneral.zst,1750178,146108,0.0016,0.0001,0.0835,1.0,1.0,11.9787,781194,3021,0.0207
tencentBlock.ns17428.oracleGeneral.zst,1051309,156692,0.001,0.0001,0.149,1.0,1.0,6.7094,781196,8123,0.0518
tencentBlock.ns17412.oracleGeneral.zst,3928626,326641,0.0037,0.0003,0.0831,1.0,1.0,12.0274,781198,44166,0.1352
tencentBlock.ns1740.oracleGeneral.zst,3742682,826165,0.0035,0.0008,0.2207,1.0,1.0,4.5302,781197,424398,0.5137
tencentBlock.ns17393.oracleGeneral.zst,6638027,1184934,0.0062,0.0011,0.1785,1.0,1.0,5.602,781198,356165,0.3006
tencentBlock.ns17389.oracleGeneral.zst,15218993,1949633,0.0142,0.0018,0.1281,1.0,1.0,7.8061,781196,647018,0.3319
tencentBlock.ns17382.oracleGeneral.zst,4001954,234052,0.0037,0.0002,0.0585,1.0,1.0,17.0986,781195,29987,0.1281
tencentBlock.ns17367.oracleGeneral.zst,1346849,162298,0.0013,0.0002,0.1205,1.0,1.0,8.2986,781198,25298,0.1559
tencentBlock.ns17358.oracleGeneral.zst,2491035,433174,0.0023,0.0004,0.1739,1.0,1.0,5.7507,781198,203000,0.4686
tencentBlock.ns17339.oracleGeneral.zst,6585558,854447,0.0061,0.0008,0.1297,1.0,1.0,7.7074,781198,407436,0.4768
tencentBlock.ns1733.oracleGeneral.zst,1511480,255075,0.0014,0.0002,0.1688,1.0,1.0,5.9256,781200,51207,0.2008
tencentBlock.ns17326.oracleGeneral.zst,3173069,324591,0.003,0.0003,0.1023,1.0,1.0,9.7756,781195,46716,0.1439
tencentBlock.ns17317.oracleGeneral.zst,5625937,535127,0.0052,0.0005,0.0951,1.0,1.0,10.5133,781194,118654,0.2217
tencentBlock.ns17304.oracleGeneral.zst,2543891,266207,0.0024,0.0002,0.1046,1.0,1.0,9.5561,781195,86390,0.3245
tencentBlock.ns17301.oracleGeneral.zst,1650632,195281,0.0015,0.0002,0.1183,1.0,1.0,8.4526,781197,59122,0.3028
tencentBlock.ns1730.oracleGeneral.zst,129624110,7810914,0.1207,0.0073,0.0603,1.0,1.0,16.5953,781200,4570833,0.5852
tencentBlock.ns17296.oracleGeneral.zst,1417082,223185,0.0013,0.0002,0.1575,1.0,1.0,6.3494,781198,57477,0.2575
tencentBlock.ns17295.oracleGeneral.zst,5925262,402732,0.0055,0.0004,0.068,1.0,1.0,14.7127,781198,134076,0.3329
tencentBlock.ns17293.oracleGeneral.zst,1543528,177427,0.0014,0.0002,0.1149,1.0,1.0,8.6995,781198,29351,0.1654
tencentBlock.ns17282.oracleGeneral.zst,1326862,183933,0.0012,0.0002,0.1386,1.0,1.0,7.2138,781193,23864,0.1297
tencentBlock.ns1727.oracleGeneral.zst,2307787,262219,0.0021,0.0002,0.1136,1.0,1.0,8.801,781199,55845,0.213
tencentBlock.ns17269.oracleGeneral.zst,3838979,356727,0.0036,0.0003,0.0929,1.0,1.0,10.7617,781198,77126,0.2162
tencentBlock.ns17268.oracleGeneral.zst,1293582,219739,0.0012,0.0002,0.1699,1.0,1.0,5.8869,781197,48265,0.2196
tencentBlock.ns17261.oracleGeneral.zst,1365010,138170,0.0013,0.0001,0.1012,1.0,1.0,9.8792,781197,2354,0.017
tencentBlock.ns17253.oracleGeneral.zst,3601450,348501,0.0034,0.0003,0.0968,1.0,1.0,10.3341,781198,111988,0.3213
tencentBlock.ns17247.oracleGeneral.zst,3809040,398014,0.0035,0.0004,0.1045,1.0,1.0,9.5701,781197,82111,0.2063
tencentBlock.ns17236.oracleGeneral.zst,1384615,215275,0.0013,0.0002,0.1555,1.0,1.0,6.4318,781198,32957,0.1531
tencentBlock.ns17229.oracleGeneral.zst,1755225,184547,0.0016,0.0002,0.1051,1.0,1.0,9.511,781197,29009,0.1572
tencentBlock.ns17227.oracleGeneral.zst,2313755,225204,0.0022,0.0002,0.0973,1.0,1.0,10.274,781195,61805,0.2744
tencentBlock.ns17220.oracleGeneral.zst,1357896,150558,0.0013,0.0001,0.1109,1.0,1.0,9.0191,781196,11421,0.0759
tencentBlock.ns1722.oracleGeneral.zst,2455193,608940,0.0023,0.0006,0.248,1.0,1.0,4.0319,781199,366533,0.6019
tencentBlock.ns17212.oracleGeneral.zst,3113684,350220,0.0029,0.0003,0.1125,1.0,1.0,8.8907,781192,86079,0.2458
tencentBlock.ns17209.oracleGeneral.zst,1946316,207511,0.0018,0.0002,0.1066,1.0,1.0,9.3793,781197,54135,0.2609
tencentBlock.ns17202.oracleGeneral.zst,3853915,466151,0.0036,0.0004,0.121,1.0,1.0,8.2675,781197,155106,0.3327
tencentBlock.ns17194.oracleGeneral.zst,2342801,169418,0.0022,0.0002,0.0723,1.0,1.0,13.8285,688950,31632,0.1867
tencentBlock.ns17191.oracleGeneral.zst,1383682,149056,0.0013,0.0001,0.1077,1.0,1.0,9.283,345844,48535,0.3256
tencentBlock.ns17184.oracleGeneral.zst,2127786,174760,0.002,0.0002,0.0821,1.0,1.0,12.1755,781196,1697,0.0097
tencentBlock.ns17179.oracleGeneral.zst,1764106,180922,0.0016,0.0002,0.1026,1.0,1.0,9.7506,781198,2672,0.0148
tencentBlock.ns17173.oracleGeneral.zst,10476500,1498340,0.0098,0.0014,0.143,1.0,1.0,6.9921,781198,587564,0.3921
tencentBlock.ns1717.oracleGeneral.zst,1699835,147239,0.0016,0.0001,0.0866,1.0,1.0,11.5447,781194,48631,0.3303
tencentBlock.ns17169.oracleGeneral.zst,2977409,339937,0.0028,0.0003,0.1142,1.0,1.0,8.7587,781194,82681,0.2432
tencentBlock.ns17160.oracleGeneral.zst,1589752,191589,0.0015,0.0002,0.1205,1.0,1.0,8.2977,781198,34960,0.1825
tencentBlock.ns17154.oracleGeneral.zst,1410662,159963,0.0013,0.0001,0.1134,1.0,1.0,8.8187,781196,17004,0.1063
tencentBlock.ns17149.oracleGeneral.zst,4267309,538335,0.004,0.0005,0.1262,1.0,1.0,7.9269,781197,246617,0.4581
tencentBlock.ns17143.oracleGeneral.zst,3059936,288672,0.0028,0.0003,0.0943,1.0,1.0,10.6,781195,82038,0.2842
tencentBlock.ns17141.oracleGeneral.zst,2243329,308687,0.0021,0.0003,0.1376,1.0,1.0,7.2673,781178,100914,0.3269
tencentBlock.ns17132.oracleGeneral.zst,2875852,309562,0.0027,0.0003,0.1076,1.0,1.0,9.2901,781198,58424,0.1887
tencentBlock.ns17124.oracleGeneral.zst,1200368,231735,0.0011,0.0002,0.1931,1.0,1.0,5.1799,781198,70393,0.3038
tencentBlock.ns17115.oracleGeneral.zst,1333017,577965,0.0012,0.0005,0.4336,1.0,1.0,2.3064,781197,494916,0.8563
tencentBlock.ns17114.oracleGeneral.zst,14782642,351738,0.0138,0.0003,0.0238,1.0,1.0,42.0274,781198,44647,0.1269
tencentBlock.ns17112.oracleGeneral.zst,3226287,423199,0.003,0.0004,0.1312,1.0,1.0,7.6236,781196,134279,0.3173
tencentBlock.ns17111.oracleGeneral.zst,1298023,139201,0.0012,0.0001,0.1072,1.0,1.0,9.3248,781196,24649,0.1771
tencentBlock.ns17094.oracleGeneral.zst,4733188,451608,0.0044,0.0004,0.0954,1.0,1.0,10.4807,781198,132960,0.2944
tencentBlock.ns17085.oracleGeneral.zst,1558553,145521,0.0015,0.0001,0.0934,1.0,1.0,10.7102,781197,48282,0.3318
tencentBlock.ns17082.oracleGeneral.zst,4379218,202257,0.0041,0.0002,0.0462,1.0,1.0,21.6518,781197,58009,0.2868
tencentBlock.ns17081.oracleGeneral.zst,2467434,562501,0.0023,0.0005,0.228,1.0,1.0,4.3865,781198,372547,0.6623
tencentBlock.ns17073.oracleGeneral.zst,2180773,267987,0.002,0.0002,0.1229,1.0,1.0,8.1376,781196,64171,0.2395
tencentBlock.ns17070.oracleGeneral.zst,2092582,178036,0.0019,0.0002,0.0851,1.0,1.0,11.7537,781197,76624,0.4304
tencentBlock.ns1707.oracleGeneral.zst,57743163,574069,0.0538,0.0005,0.0099,1.0,1.0,100.5858,781199,139525,0.243
tencentBlock.ns17061.oracleGeneral.zst,1807038,235104,0.0017,0.0002,0.1301,1.0,1.0,7.6861,781196,48852,0.2078
tencentBlock.ns17060.oracleGeneral.zst,5651025,350247,0.0053,0.0003,0.062,1.0,1.0,16.1344,781194,112729,0.3219
tencentBlock.ns17052.oracleGeneral.zst,1256265,217014,0.0012,0.0002,0.1727,1.0,1.0,5.7889,781197,49739,0.2292
tencentBlock.ns17044.oracleGeneral.zst,4041588,844413,0.0038,0.0008,0.2089,1.0,1.0,4.7863,781198,445058,0.5271
tencentBlock.ns17038.oracleGeneral.zst,1068613,177339,0.001,0.0002,0.166,1.0,1.0,6.0258,781195,31565,0.178
tencentBlock.ns17035.oracleGeneral.zst,4609924,599582,0.0043,0.0006,0.1301,1.0,1.0,7.6886,781194,154420,0.2575
tencentBlock.ns17026.oracleGeneral.zst,4421028,493244,0.0041,0.0005,0.1116,1.0,1.0,8.9632,781197,89216,0.1809
tencentBlock.ns17018.oracleGeneral.zst,2378268,178604,0.0022,0.0002,0.0751,1.0,1.0,13.3159,781194,74709,0.4183
tencentBlock.ns17013.oracleGeneral.zst,10257045,698703,0.0096,0.0007,0.0681,1.0,1.0,14.6801,781197,129876,0.1859
tencentBlock.ns17010.oracleGeneral.zst,10595455,1498518,0.0099,0.0014,0.1414,1.0,1.0,7.0706,781196,578893,0.3863
tencentBlock.ns17009.oracleGeneral.zst,3178794,1236215,0.003,0.0012,0.3889,1.0,1.0,2.5714,781197,583183,0.4717
tencentBlock.ns17007.oracleGeneral.zst,3906387,342476,0.0036,0.0003,0.0877,1.0,1.0,11.4063,781198,89113,0.2602
tencentBlock.ns17002.oracleGeneral.zst,3740289,116409,0.0035,0.0001,0.0311,1.0,1.0,32.1306,781198,34735,0.2984
tencentBlock.ns16999.oracleGeneral.zst,3481733,324149,0.0032,0.0003,0.0931,1.0,1.0,10.7411,781195,95222,0.2938
tencentBlock.ns16991.oracleGeneral.zst,1278446,129691,0.0012,0.0001,0.1014,1.0,1.0,9.8576,781198,4566,0.0352
tencentBlock.ns1699.oracleGeneral.zst,44738801,2182273,0.0417,0.002,0.0488,1.0,1.0,20.501,781198,125016,0.0573
tencentBlock.ns16983.oracleGeneral.zst,1672772,193737,0.0016,0.0002,0.1158,1.0,1.0,8.6342,781198,35779,0.1847
tencentBlock.ns16977.oracleGeneral.zst,1931994,309035,0.0018,0.0003,0.16,1.0,1.0,6.2517,781196,95326,0.3085
tencentBlock.ns16975.oracleGeneral.zst,3912023,449524,0.0036,0.0004,0.1149,1.0,1.0,8.7026,781196,80290,0.1786
tencentBlock.ns16973.oracleGeneral.zst,2922597,258478,0.0027,0.0002,0.0884,1.0,1.0,11.3069,781197,70577,0.273
tencentBlock.ns16964.oracleGeneral.zst,2297825,249838,0.0021,0.0002,0.1087,1.0,1.0,9.1973,781198,64633,0.2587
tencentBlock.ns16957.oracleGeneral.zst,2782498,302391,0.0026,0.0003,0.1087,1.0,1.0,9.2017,781198,111395,0.3684
tencentBlock.ns16954.oracleGeneral.zst,2299162,113652,0.0021,0.0001,0.0494,1.0,1.0,20.2298,781198,48763,0.4291
tencentBlock.ns16952.oracleGeneral.zst,4071447,445269,0.0038,0.0004,0.1094,1.0,1.0,9.1438,781196,89404,0.2008
tencentBlock.ns1695.oracleGeneral.zst,9029667,750782,0.0084,0.0007,0.0831,1.0,1.0,12.027,781200,206473,0.275
tencentBlock.ns16946.oracleGeneral.zst,1630403,279508,0.0015,0.0003,0.1714,1.0,1.0,5.8331,781196,44318,0.1586
tencentBlock.ns16944.oracleGeneral.zst,3652305,436262,0.0034,0.0004,0.1194,1.0,1.0,8.3718,781198,119122,0.2731
tencentBlock.ns16923.oracleGeneral.zst,3462740,1021631,0.0032,0.001,0.295,1.0,1.0,3.3894,781195,445684,0.4362
tencentBlock.ns16920.oracleGeneral.zst,3824105,415561,0.0036,0.0004,0.1087,1.0,1.0,9.2023,781196,83561,0.2011
tencentBlock.ns16919.oracleGeneral.zst,1459451,172141,0.0014,0.0002,0.1179,1.0,1.0,8.4782,781198,26907,0.1563
tencentBlock.ns16918.oracleGeneral.zst,56997689,2562974,0.0531,0.0024,0.045,1.0,1.0,22.2389,781198,319140,0.1245
